query	target	evalue	prob	TP/FP(SF)
d1q1ra2/c.3.1	d1h6va1/c.3.1	0.0341	0.949	TP
d1q1ra2/c.3.1	d1pjqa1/c.2.1	0.0496	0.900	FP
d1q45a_/c.1.4	d2wkja_/c.1.10	8.62e-05	0.999	FP
d1q45a_/c.1.4	d1nowa1/c.1.8	1.8e-05	0.999	FP
d1q45a_/c.1.4	d2czda_/c.1.2	0.000531	0.999	FP
d1q45a_/c.1.4	d2v3ga_/c.1.8	0.00211	0.949	FP
d1q45a_/c.1.4	d1ug6a_/c.1.8	0.000994	0.949	FP
d1q45a_/c.1.4	d1gqia1/c.1.8	0.00106	0.949	FP
d1q45a_/c.1.4	d3s5oa_/c.1.10	0.0107	0.900	FP
d1q45a_/c.1.4	d1d8wa_/c.1.15	0.00164	0.900	FP
d1qmga2/c.2.1	d1li4a1/c.2.1	0.00855	0.949	TP
d1qw9a1/b.71.1	d2nt0a1/b.71.1	0.00982	0.999	TP
d5nula_/c.23.5	d3l6ea_/c.2.1	0.00419	0.949	FP
d5nula_/c.23.5	d1qdlb_/c.23.16	0.0304	0.900	FP
d5nula_/c.23.5	d1ijba_/c.62.1	0.0148	0.900	FP
d1a12a_/b.69.5	d1zgka1/b.68.11	1.19e-05	0.999	FP
d1a12a_/b.69.5	d1qfma1/b.69.7	0.000139	0.999	FP
d1a12a_/b.69.5	d2dg1a_/b.68.6	0.000487	0.949	FP
d1a12a_/b.69.5	d1v04a_/b.68.6	0.000182	0.949	FP
d1a12a_/b.69.5	d1fwxa2/b.69.3	3.95e-05	0.949	FP
d1a12a_/b.69.5	d1xfda1/b.70.3	0.000462	0.949	FP
d1bd3a_/c.61.1	d1wd5a_/c.61.1	0.000315	0.999	TP
d1rlia_/c.23.5	d1bvyf_/c.23.5	0.000399	0.999	TP
d1rlia_/c.23.5	d1f5na2/c.37.1	0.00526	0.900	FP
d1s68a_/d.142.2	d1x9na3/d.142.2	0.000224	0.999	TP
d1sbya_/c.2.1	d1n2sa_/c.2.1	0.00125	0.999	TP
d1sbya_/c.2.1	d1vj0a2/c.2.1	0.0294	0.949	TP
d1sbya_/c.2.1	d1luaa1/c.2.1	0.0187	0.949	TP
d1sbya_/c.2.1	d1gpma1/c.26.2	0.00572	0.900	FP
d1sbya_/c.2.1	d2jhfa2/c.2.1	0.0413	0.900	TP
d1sbya_/c.2.1	d1sbza_/c.34.1	0.00364	0.900	FP
d1tq5a1/b.82.1	d2et1a_/b.82.1	0.00818	0.999	TP
d1tq5a1/b.82.1	d1od5a1/b.82.1	0.00306	0.999	TP
d1tq5a1/b.82.1	d2f4pa1/b.82.1	0.00908	0.999	TP
d1tq5a1/b.82.1	d3elna_/b.82.1	0.0718	0.949	TP
d1tuaa2/d.51.1	d2ja9a2/d.51.1	0.0198	0.949	TP
d1tvga_/b.18.1	d2c9aa2/b.29.1	0.00081	0.999	FP
d1tvga_/b.18.1	d3heia_/b.18.1	0.00184	0.999	TP
d1tz0a_/d.58.4	d1y0ha_/d.58.4	0.00329	0.999	TP
d1tz0a_/d.58.4	d2od6a1/d.58.4	0.0406	0.949	TP
d1o1za_/c.1.18	d1qopa_/c.1.2	0.000994	0.999	FP
d1o1za_/c.1.18	d1eyea_/c.1.21	0.00239	0.949	FP
d1o1za_/c.1.18	d2zdra2/c.1.10	0.00787	0.949	FP
d1o1za_/c.1.18	d1rqba2/c.1.10	0.00327	0.949	FP
d1o91a_/b.22.1	d2wraa_/b.115.1	0.0546	0.900	FP
d1oi7a2/c.23.4	d3a0ua_/c.23.1	0.00629	0.999	FP
d1oi7a2/c.23.4	d3c3ma_/c.23.1	0.0156	0.949	FP
d1oi7a2/c.23.4	d1p6qa_/c.23.1	0.0166	0.949	FP
d1oi7a2/c.23.4	d2b4aa1/c.23.1	0.0343	0.900	FP
d1oi7a2/c.23.4	d1zgza1/c.23.1	0.0591	0.900	FP
d1omwa2/b.55.1	d2cy4a1/b.55.1	0.0115	0.999	TP
d1omwa2/b.55.1	d1ntva_/b.55.1	0.121	0.900	TP
d2plwa_/c.66.1	d2o57a1/c.66.1	5.9e-05	0.999	TP
d2plwa_/c.66.1	d2b78a2/c.66.1	0.000153	0.999	TP
d2plwa_/c.66.1	d2xvma_/c.66.1	0.000545	0.999	TP
d2plwa_/c.66.1	d1nkva_/c.66.1	6.7e-05	0.999	TP
d2plwa_/c.66.1	d1qora2/c.2.1	0.0108	0.949	FP
d2plwa_/c.66.1	d2fk8a1/c.66.1	0.00838	0.949	TP
d2plwa_/c.66.1	d2p7ia1/c.66.1	0.00504	0.900	TP
d2plwa_/c.66.1	d3thra_/c.66.1	0.00182	0.900	TP
d2plwa_/c.66.1	d1r6da_/c.2.1	0.0101	0.900	FP
d2py6a1/c.66.1	d1wxxa2/c.66.1	0.000288	0.999	TP
d2py6a1/c.66.1	d1inla_/c.66.1	0.000464	0.999	TP
d2py6a1/c.66.1	d3tqsa_/c.66.1	0.000365	0.999	TP
d2py6a1/c.66.1	d1g8aa_/c.66.1	0.000895	0.999	TP
d2py6a1/c.66.1	d3k6ra_/c.66.1	0.000214	0.999	TP
d2py6a1/c.66.1	d1oi7a1/c.2.1	0.0167	0.949	FP
d2qlvb1/b.1.18	d1ac0a_/b.3.1	0.0362	0.949	FP
d2r25b_/c.23.1	d3bula2/c.23.6	0.000864	0.999	FP
d2rdea2/b.45.2	d2hlca_/b.47.1	0.0172	0.900	FP
d2g82a1/c.2.1	d1cf2o1/c.2.1	0.00101	0.999	TP
d2g82a1/c.2.1	d1e5qa1/c.2.1	0.0232	0.900	TP
d2g82a1/c.2.1	d1k0ia1/c.3.1	0.0148	0.900	FP
d2gvka1/d.58.4	d2cb2a1/d.58.4	0.00152	0.949	TP
d2h5na1/a.287.1	d2ou3a1/a.287.1	0.00762	0.999	TP
d2haza1/b.1.2	d1fyhb1/b.1.2	0.00236	0.999	TP
d2haza1/b.1.2	d1y6kr1/b.1.2	0.0271	0.949	TP
d2haza1/b.1.2	d1f97a2/b.1.1	0.0143	0.949	FP
d2heqa1/b.34.20	d1k9aa1/b.34.2	0.00946	0.999	FP
d2heqa1/b.34.20	d2jnga1/b.34.9	0.0174	0.999	FP
d1iray2/b.1.1	d2bnqd1/b.1.1	0.0045	0.999	TP
d1iray2/b.1.1	d1u2ca1/b.1.6	0.0013	0.999	FP
d1iray2/b.1.1	d1hxmb1/b.1.1	0.0118	0.999	TP
d1iray2/b.1.1	d1fltx_/b.1.1	0.00172	0.999	TP
d1iray2/b.1.1	d1tvda_/b.1.1	0.00669	0.999	TP
d1iray2/b.1.1	d1jmaa_/b.1.1	0.0219	0.949	TP
d1iray2/b.1.1	d2omza1/b.1.18	0.072	0.900	FP
d1iray2/b.1.1	d2ntsp1/b.1.1	0.0365	0.900	TP
d1iray2/b.1.1	d1neua_/b.1.1	0.068	0.900	TP
d1iray2/b.1.1	d1eaja_/b.1.1	0.0574	0.900	TP
d1iv0a_/c.55.3	d2gupa1/c.55.1	0.00141	0.999	FP
d1iyjb4/b.40.4	d1xjva2/b.40.4	0.0148	0.999	TP
d2nn6h1/b.40.4	d1wi5a_/b.40.4	0.00636	0.999	TP
d2nn6h1/b.40.4	d3bzka4/b.40.4	0.0173	0.999	TP
d2nn6h1/b.40.4	d3tssa1/b.40.2	0.0262	0.900	FP
d2o62a2/b.60.1	d2hzqa_/b.60.1	0.0336	0.949	TP
d2od4a1/d.58.4	d1x8da1/d.58.4	0.00157	0.999	TP
d2od4a1/d.58.4	d2fiua1/d.58.4	0.00115	0.999	TP
d2od4a1/d.58.4	d2bj7a2/d.58.18	0.007	0.900	FP
d2od4a1/d.58.4	d1u8sa1/d.58.18	0.0108	0.900	FP
d2od4a1/d.58.4	d2f1fa2/d.58.18	0.0545	0.900	FP
d2od4a1/d.58.4	d2cz4a1/d.58.5	0.0167	0.900	FP
d2od4a1/d.58.4	d2q43a2/d.58.19	0.0425	0.900	FP
d2od4a1/d.58.4	d1vqsa_/d.58.4	0.0293	0.900	TP
d2od4a1/d.58.4	d1q79a3/d.58.16	0.00898	0.900	FP
d2ozlb1/c.36.1	d1umda_/c.36.1	0.000109	0.999	TP
d2ozlb1/c.36.1	d1ovma3/c.36.1	0.00015	0.999	TP
d2pbea2/d.218.1	d2nrka1/d.218.1	0.0262	0.949	TP
d2fx0a1/a.4.1	d2oi8a1/a.4.1	0.0504	0.999	TP
d2fx0a1/a.4.1	d2vkva1/a.4.1	0.0534	0.999	TP
d2gbwb_/d.17.4	d3er7a1/d.17.4	0.00298	0.999	TP
d2gbwb_/d.17.4	d2gxfa1/d.17.4	0.0965	0.900	TP
d2gysa1/b.1.2	d1iarb1/b.1.2	0.00484	0.999	TP
d2gysa1/b.1.2	d2b5ib1/b.1.2	0.0589	0.949	TP
d2h30a_/c.47.1	d2i4aa_/c.47.1	0.000688	0.999	TP
d2h30a_/c.47.1	d2vm1a_/c.47.1	0.00232	0.999	TP
d2h30a_/c.47.1	d2pu9c_/c.47.1	0.003	0.999	TP
d1znpa1/b.82.1	d1yfua1/b.82.1	0.00268	0.999	TP
d2cpxa1/d.58.7	d1l3ka2/d.58.7	0.00364	0.999	TP
d2cpxa1/d.58.7	d2cq2a1/d.58.7	0.00414	0.999	TP
d2cpxa1/d.58.7	d2cpya1/d.58.7	0.00265	0.999	TP
d2cpxa1/d.58.7	d1whxa_/d.58.7	0.0122	0.999	TP
d2cpxa1/d.58.7	d2cz4a1/d.58.5	0.0101	0.900	FP
d2csua1/c.2.1	d2cmda1/c.2.1	0.0717	0.949	TP
d2csua1/c.2.1	d3e9nd_/c.2.1	0.0156	0.900	TP
d2csua1/c.2.1	d2bkaa1/c.2.1	0.0916	0.900	TP
d2d59a_/c.2.1	d1drua1/c.2.1	0.00512	0.999	TP
d2d59a_/c.2.1	d1ydwa1/c.2.1	0.0599	0.900	TP
d2d59a_/c.2.1	d2pgda2/c.2.1	0.0599	0.900	TP
d2d59a_/c.2.1	d2c5aa1/c.2.1	0.0126	0.900	TP
d2disa1/d.58.7	d3ue2a_/d.58.7	0.0105	0.949	TP
d2doda1/a.159.2	d2doea1/a.159.2	0.0517	0.999	TP
d2doda1/a.159.2	d2cqna1/a.159.2	0.0829	0.999	TP
d1mqea_/d.113.1	d1jkna_/d.113.1	0.000617	0.999	TP
d1my7a_/b.1.18	d1zxqa2/b.1.1	0.0387	0.949	FP
d1my7a_/b.1.18	d1x5aa1/b.1.2	0.028	0.949	FP
d1my7a_/b.1.18	d1nkra2/b.1.1	0.0181	0.900	FP
d1my7a_/b.1.18	d2oxga_/b.1.18	0.0225	0.900	TP
d1my7a_/b.1.18	d3rnqa_/b.1.1	0.0202	0.900	FP
d1n4qb_/a.102.4	d2ahfa_/a.102.1	0.00149	0.999	FP
d1n4qb_/a.102.4	d1gaia_/a.102.1	0.00257	0.949	FP
d2icsa2/c.1.9	d2fvka2/c.1.9	0.000138	0.999	TP
d2icsa2/c.1.9	d2hbva1/c.1.9	0.000259	0.999	TP
d2icsa2/c.1.9	d2gzxa_/c.1.9	0.00104	0.999	TP
d2icsa2/c.1.9	d2dvta1/c.1.9	0.000259	0.999	TP
d2icsa2/c.1.9	d3qz6a_/c.1.12	0.000147	0.949	FP
d2imra2/c.1.9	d1yixa1/c.1.9	6.12e-05	0.999	TP
d2imra2/c.1.9	d2wkja_/c.1.10	0.00192	0.900	FP
d2imra2/c.1.9	d2z26a_/c.1.9	0.00161	0.900	TP
d2jaqa_/c.37.1	d1knqa_/c.37.1	0.00558	0.999	TP
d2jaqa_/c.37.1	d1osna_/c.37.1	0.00693	0.999	TP
d2jo6a1/b.33.1	d1g8kb_/b.33.1	0.0233	0.999	TP
d2fbha1/a.4.5	d1yyva1/a.4.5	0.00225	0.999	TP
d2fbha1/a.4.5	d2pg4a1/a.4.5	0.00571	0.999	TP
d2fbha1/a.4.5	d1bjaa_/a.4.5	0.00383	0.999	TP
d2fbha1/a.4.5	d3l7wa_/a.4.5	0.00383	0.999	TP
d2fbha1/a.4.5	d1q1ha_/a.4.5	0.0876	0.949	TP
d2fdbm1/b.42.1	d1xhba1/b.42.2	0.00732	0.999	FP
d2fdbm1/b.42.1	d1vcla1/b.42.2	0.00655	0.999	FP
d2fgea3/d.185.1	d1q2la4/d.185.1	0.000821	0.999	TP
d2fgea3/d.185.1	d2fgea2/d.185.1	0.00661	0.949	TP
d2fgea3/d.185.1	d1ppjb1/d.185.1	0.00458	0.949	TP
d2foka3/a.4.5	d3bz6a2/a.4.5	0.12	0.949	TP
d2foka3/a.4.5	d2o03a_/a.4.5	0.137	0.900	TP
d2frha_/a.4.5	d2fbha1/a.4.5	0.00193	0.999	TP
d2frha_/a.4.5	d1lj9a_/a.4.5	0.00456	0.999	TP
d2frha_/a.4.5	d3l7wa_/a.4.5	0.00374	0.999	TP
d2frha_/a.4.5	d1r1ua_/a.4.5	0.0292	0.949	TP
d2frha_/a.4.5	d2d1ha1/a.4.5	0.0334	0.949	TP
d2frha_/a.4.5	d2fxaa1/a.4.5	0.0567	0.949	TP
d2g0da_/a.102.6	d1nxca_/a.102.2	0.0691	0.900	FP
d1rhfa1/b.1.1	d1w8oa1/b.1.18	0.00216	0.999	FP
d1rhfa1/b.1.1	d1tjgh1/b.1.1	0.00971	0.999	TP
d1rhfa1/b.1.1	d1o0va1/b.1.1	0.00301	0.999	TP
d1rhfa1/b.1.1	d2h26a1/b.1.1	0.0237	0.949	TP
d1rhfa1/b.1.1	d1l6za1/b.1.1	0.0763	0.949	TP
d1rhfa1/b.1.1	d2nqda_/b.1.26	0.028	0.949	FP
d1rhfa1/b.1.1	d1vcaa1/b.1.1	0.0179	0.900	TP
d1aoza1/b.6.1	d2q9oa3/b.6.1	0.000701	0.999	TP
d1aoza1/b.6.1	d1f56a_/b.6.1	0.00175	0.949	TP
d1auya_/b.121.4	d2id4a1/b.18.1	0.0027	0.900	FP
d1b0na2/a.35.1	d2ox6a1/a.35.1	0.376	0.900	TP
d1bdoa_/b.84.1	d1vf7a_/f.46.1	0.2	0.949	FP
d1st6a7/a.24.9	d1st6a4/a.24.9	0.0701	0.900	TP
d1st6a7/a.24.9	d1qkra_/a.24.9	0.165	0.900	TP
d1szba1/b.23.1	d1ylla1/b.82.1	0.0319	0.949	FP
d1szba1/b.23.1	d3hqxa_/b.82.1	0.058	0.900	FP
d1t2da1/c.2.1	d1p3da1/c.5.1	0.000421	0.999	FP
d1t2da1/c.2.1	d3ucxa_/c.2.1	7.11e-05	0.999	TP
d1t2da1/c.2.1	d1i36a2/c.2.1	0.0015	0.999	TP
d1t2da1/c.2.1	d1duvg2/c.78.1	0.000143	0.999	FP
d1t2da1/c.2.1	d1geea_/c.2.1	0.00103	0.999	TP
d1t2da1/c.2.1	d1ek6a_/c.2.1	0.00124	0.999	TP
d1t2da1/c.2.1	d1p2fa2/c.23.1	0.00194	0.949	FP
d1t2da1/c.2.1	d1p3y1_/c.34.1	0.00103	0.949	FP
d1t2da1/c.2.1	d1pl8a2/c.2.1	0.00415	0.949	TP
d1t2da1/c.2.1	d3zqua_/c.34.1	0.00194	0.949	FP
d1t2da1/c.2.1	d1qmga2/c.2.1	0.0101	0.949	TP
d1t2da1/c.2.1	d3vc7a_/c.2.1	0.00283	0.949	TP
d1t2da1/c.2.1	d2vz0a_/c.2.1	0.0039	0.949	TP
d1t2da1/c.2.1	d2cfca_/c.2.1	0.00783	0.949	TP
d1t2da1/c.2.1	d2gdza1/c.2.1	0.00608	0.949	TP
d1t2da1/c.2.1	d2h7ma_/c.2.1	0.0057	0.949	TP
d1t2da1/c.2.1	d3o26a_/c.2.1	0.00948	0.949	TP
d1t2da1/c.2.1	d1dcfa_/c.23.1	0.00322	0.900	FP
d1t2da1/c.2.1	d1rjwa2/c.2.1	0.0115	0.900	TP
d1t2da1/c.2.1	d1sc6a1/c.2.1	0.00266	0.900	TP
d1t2da1/c.2.1	d1c1da1/c.2.1	0.00835	0.900	TP
d1t2da1/c.2.1	d1ydea1/c.2.1	0.00608	0.900	TP
d1t2da1/c.2.1	d1rkxa_/c.2.1	0.0168	0.900	TP
d1t8sa_/c.56.2	d2q43a1/c.56.5	0.00263	0.949	FP
d1tjxa_/b.7.1	d1e7ua2/b.7.1	0.00339	0.999	TP
d1tp6a_/d.17.4	d3dm8a1/d.17.4	0.00183	0.999	TP
d1tp6a_/d.17.4	d1vqqa1/d.17.4	0.0299	0.949	TP
d1ua7a2/c.1.8	d1kwga2/c.1.8	7.64e-05	0.999	TP
d1ua7a2/c.1.8	d1q45a_/c.1.4	0.000504	0.949	FP
d1ua7a2/c.1.8	d3e96a_/c.1.10	0.00565	0.900	FP
d1ua7a2/c.1.8	d1a0ca_/c.1.15	0.000677	0.900	FP
d1urha1/c.46.1	d1yt8a4/c.46.1	0.00076	0.999	TP
d1cida2/b.1.1	d1fnha2/b.1.2	0.025	0.949	FP
d1cida2/b.1.1	d1fnaa_/b.1.2	0.0626	0.949	FP
d1cida2/b.1.1	d1ucta1/b.1.1	0.0532	0.949	TP
d1cida2/b.1.1	d1b4ra_/b.1.3	0.0735	0.900	FP
d1cida2/b.1.1	d1cs6a3/b.1.1	0.066	0.900	TP
d1cida2/b.1.1	d1tdqa2/b.1.2	0.0593	0.900	FP
d1cida2/b.1.1	d1x5ja1/b.1.2	0.194	0.900	FP
d1cida2/b.1.1	d1va9a1/b.1.2	0.0697	0.900	FP
d1uwva2/c.66.1	d1luaa1/c.2.1	0.00145	0.999	FP
d1uwva2/c.66.1	d1zkda1/c.66.1	0.000521	0.999	TP
d1uwva2/c.66.1	d1kola2/c.2.1	0.00153	0.999	FP
d1uwva2/c.66.1	d2dm6a2/c.2.1	0.00101	0.999	FP
d1uwva2/c.66.1	d1iz0a2/c.2.1	0.00121	0.949	FP
d1uwva2/c.66.1	d2g1pa_/c.66.1	0.00355	0.949	TP
d1uwva2/c.66.1	d3o26a_/c.2.1	0.0369	0.900	FP
d1v88a_/b.55.1	d1zc3b_/b.55.1	0.00196	0.999	TP
d1v88a_/b.55.1	d1btka_/b.55.1	0.00231	0.999	TP
d1v88a_/b.55.1	d1foea2/b.55.1	0.00453	0.999	TP
d1v88a_/b.55.1	d2v76a_/b.55.1	0.0561	0.949	TP
d1v88a_/b.55.1	d2hthb1/b.55.1	0.0229	0.949	TP
d1v88a_/b.55.1	d1gg3a2/b.55.1	0.104	0.900	TP
d1v88a_/b.55.1	d2al6a2/b.55.1	0.137	0.900	TP
d1vgya1/c.56.5	d1m4la_/c.56.5	0.000125	0.999	TP
d1szaa_/a.118.9	d3g2sa_/a.118.9	0.0331	0.999	TP
d1szaa_/a.118.9	d1eyha_/a.118.9	0.0151	0.999	TP
d1t17a_/d.129.3	d3f08a_/d.129.3	0.00208	0.999	TP
d1t17a_/d.129.3	d2k5ga1/d.129.3	0.00911	0.949	TP
d1t77a2/b.55.1	d2adza1/b.55.1	0.00911	0.999	TP
d1t77a2/b.55.1	d1plsa_/b.55.1	0.0149	0.999	TP
d1t77a2/b.55.1	d1u5da1/b.55.1	0.0167	0.999	TP
d1t77a2/b.55.1	d2j59m1/b.55.1	0.0323	0.999	TP
d1t77a2/b.55.1	d1aqca_/b.55.1	0.00692	0.999	TP
d1t77a2/b.55.1	d1droa_/b.55.1	0.0361	0.949	TP
d1ta3a_/c.1.8	d1vlia2/c.1.10	0.000367	0.999	FP
d1ta3a_/c.1.8	d1nsja_/c.1.2	0.000487	0.999	FP
d1ta3a_/c.1.8	d1wa3a_/c.1.10	0.0146	0.949	FP
d1ta3a_/c.1.8	d1v93a_/c.1.23	0.0074	0.949	FP
d1ta3a_/c.1.8	d1h1na_/c.1.8	0.00267	0.949	TP
d1ta3a_/c.1.8	d1wdda1/c.1.14	0.0117	0.900	FP
d1tme3_/b.121.4	d1guia_/b.18.1	0.0147	0.900	FP
d1ts9a_/b.137.1	d2do3a1/b.34.5	0.0161	0.999	FP
d1tv8a_/c.1.28	d1wa3a_/c.1.10	0.0283	0.949	FP
d1u1ja2/c.1.22	d3a5fa_/c.1.10	0.00028	0.999	FP
d1u1ja2/c.1.22	d1ub3a_/c.1.10	0.0095	0.949	FP
d1u1ja2/c.1.22	d1i60a_/c.1.15	0.0048	0.949	FP
d1u1ja2/c.1.22	d3dz1a_/c.1.10	0.0101	0.949	FP
d1u1ja2/c.1.22	d3mkva2/c.1.9	0.000924	0.949	FP
d1u1ja2/c.1.22	d1vr6a_/c.1.10	0.00757	0.949	FP
d1u1ja2/c.1.22	d1w32a_/c.1.8	0.00257	0.949	FP
d1u1ja2/c.1.22	d3ovpa_/c.1.2	0.00898	0.900	FP
d1u1ja2/c.1.22	d1tzza1/c.1.11	0.0211	0.900	FP
d1u1ja2/c.1.22	d2yr1a_/c.1.10	0.0106	0.900	FP
d1u1ja2/c.1.22	d1vlia2/c.1.10	0.0106	0.900	FP
d1u1ja2/c.1.22	d1w91a2/c.1.8	0.0095	0.900	FP
d1ucra_/a.4.5	d1bjaa_/a.4.5	0.00861	0.999	TP
d1ucra_/a.4.5	d1mzba_/a.4.5	0.0105	0.999	TP
d1ucra_/a.4.5	d1u5tb2/a.4.5	0.11	0.900	TP
d1ucra_/a.4.5	d2p4wa_/a.4.5	0.0288	0.900	TP
d2x4da_/c.108.1	d2b30a1/c.108.1	4.45e-05	0.999	TP
d2x4da_/c.108.1	d2hcfa1/c.108.1	0.000291	0.949	TP
d2x4da_/c.108.1	d2qyha_/c.108.1	0.000615	0.949	TP
d2yzca1/d.96.1	d1wura1/d.96.1	0.00264	0.999	TP
d2z9ia1/b.36.1	d2fe5a1/b.36.1	0.0673	0.949	TP
d2zfda1/a.39.1	d1s6ia_/a.39.1	0.00088	0.999	TP
d2zfda1/a.39.1	d1y1xa_/a.39.1	0.00267	0.999	TP
d2zs0a_/a.1.1	d2xkia_/a.1.1	0.024	0.999	TP
d3a5fa_/c.1.10	d3qz6a_/c.1.12	0.000324	0.999	FP
d3a5fa_/c.1.10	d1ur3m_/c.1.7	0.000243	0.999	FP
d3a5fa_/c.1.10	d1u1ja2/c.1.22	0.000229	0.999	FP
d3a5fa_/c.1.10	d1to3a_/c.1.10	0.000306	0.999	TP
d3a5fa_/c.1.10	d1sfla_/c.1.10	0.000731	0.999	TP
d3a5fa_/c.1.10	d1sgja_/c.1.12	0.000821	0.999	FP
d3a5fa_/c.1.10	d1kkoa1/c.1.11	0.000547	0.999	FP
d3a5fa_/c.1.10	d2nlya1/c.6.2	0.0022	0.949	FP
d3a5fa_/c.1.10	d2qs8a2/c.1.9	0.00116	0.949	FP
d3a5fa_/c.1.10	d1gvea_/c.1.7	0.00278	0.949	FP
d3a5fa_/c.1.10	d1ydya1/c.1.18	0.00525	0.949	FP
d3a5fa_/c.1.10	d1itxa1/c.1.8	0.00744	0.949	FP
d3a5fa_/c.1.10	d1m7xa3/c.1.8	0.00525	0.949	FP
d3a5fa_/c.1.10	d1uoka2/c.1.8	0.00208	0.949	FP
d3a5fa_/c.1.10	d1yrra2/c.1.9	0.00835	0.900	FP
d3a5fa_/c.1.10	d1w91a2/c.1.8	0.00662	0.900	FP
d3a5fa_/c.1.10	d1mxga2/c.1.8	0.0133	0.900	FP
d3a5fa_/c.1.10	d1wzla3/c.1.8	0.0035	0.900	FP
d1cwva3/b.1.14	d1h3ga1/b.1.18	0.00665	0.999	FP
d1cwva3/b.1.14	d1qfha2/b.1.18	0.00563	0.999	FP
d1d3ba_/b.38.1	d2ylba_/b.38.1	0.246	0.949	TP
d1d3ba_/b.38.1	d1ib8a1/b.38.2	0.0707	0.949	FP
d1dypa_/b.29.1	d2slia1/b.29.1	0.00152	0.999	TP
d1dypa_/b.29.1	d2zhna_/b.29.1	0.00168	0.999	TP
d1dypa_/b.29.1	d1y4wa1/b.29.1	0.00821	0.949	TP
d1dypa_/b.29.1	d1w0pa2/b.29.1	0.000381	0.949	TP
d1dypa_/b.29.1	d3b9ca_/b.29.1	0.00862	0.900	TP
d2avna1/c.66.1	d1i1na_/c.66.1	0.000814	0.999	TP
d2avna1/c.66.1	d3tqsa_/c.66.1	0.000178	0.999	TP
d2avna1/c.66.1	d1dusa_/c.66.1	0.000202	0.999	TP
d2avna1/c.66.1	d2uyoa_/c.66.1	0.000167	0.999	TP
d2avna1/c.66.1	d1m6ex_/c.66.1	3.42e-05	0.999	TP
d2avna1/c.66.1	d2dula1/c.66.1	6.04e-05	0.999	TP
d2avna1/c.66.1	d1pjca1/c.2.1	0.0471	0.949	FP
d2avna1/c.66.1	d2py6a1/c.66.1	0.016	0.900	TP
d2avna1/c.66.1	d1u2za_/c.66.1	0.0235	0.900	TP
d2b59b1/a.139.1	d2y3nb_/a.139.1	0.0303	0.999	TP
d2b5ea3/c.47.1	d2b5ea4/c.47.1	0.00103	0.999	TP
d2b5ea3/c.47.1	d1a8ya3/c.47.1	0.00153	0.999	TP
d2bdra1/b.82.1	d1lrha_/b.82.1	0.00439	0.999	TP
d2bdra1/b.82.1	d1sfna_/b.82.1	0.11	0.900	TP
d2bj7a2/d.58.18	d2joqa1/d.58.54	0.00265	0.999	FP
d2bj7a2/d.58.18	d1o51a_/d.58.5	0.000793	0.999	FP
d2bj7a2/d.58.18	d1u0sa_/d.58.24	0.000364	0.999	FP
d2bj7a2/d.58.18	d2cyya2/d.58.4	0.000419	0.999	FP
d2bj7a2/d.58.18	d1vmba_/d.58.14	0.0023	0.999	FP
d2bj7a2/d.58.18	d1vk8a_/d.58.48	0.000556	0.949	FP
d2bj7a2/d.58.18	d1vgya2/d.58.19	0.00305	0.949	FP
d2bj7a2/d.58.18	d2f1fa2/d.58.18	0.00619	0.900	TP
d2bj7a2/d.58.18	d2qn6b1/d.58.51	0.00173	0.900	FP
d2bj7a2/d.58.18	d2fiua1/d.58.4	0.00577	0.900	FP
d2bj7a2/d.58.18	d1cg2a2/d.58.19	0.00265	0.900	FP
d2bj7a2/d.58.18	d3ip0a_/d.58.30	0.00766	0.900	FP
d2bm5a_/b.80.8	d2f3la1/b.80.8	8.85e-08	0.999	TP
d2bmxa1/c.47.1	d1o8xa_/c.47.1	0.000335	0.999	TP
d1j6wa_/d.185.1	d2v94a1/d.12.1	0.00469	0.949	FP
d1jdpa_/c.93.1	d1jx6a_/c.93.1	0.000268	0.999	TP
d1jdpa_/c.93.1	d1dbqa_/c.93.1	0.000152	0.999	TP
d1jdpa_/c.93.1	d1m32a_/c.67.1	0.000831	0.949	FP
d1jdpa_/c.93.1	d3ezsa_/c.67.1	0.00164	0.900	FP
d1jlva1/a.45.1	d1aw9a1/a.45.1	0.0154	0.999	TP
d1jlva1/a.45.1	d2c4ja1/a.45.1	0.173	0.949	TP
d1jlva1/a.45.1	d1k0ma1/a.45.1	0.0787	0.949	TP
d1jsxa_/c.66.1	d1ej0a_/c.66.1	5.65e-05	0.999	TP
d1jsxa_/c.66.1	d1o9ga_/c.66.1	0.000323	0.999	TP
d1jsxa_/c.66.1	d2fyta1/c.66.1	0.000115	0.999	TP
d1jsxa_/c.66.1	d3ucxa_/c.2.1	0.0189	0.900	FP
d1jz8a2/b.1.4	d1jz8a1/b.1.4	0.00378	0.999	TP
d1jz8a2/b.1.4	d2vkwa2/b.1.2	0.0267	0.949	FP
d1jz8a2/b.1.4	d1p5va2/b.7.2	0.0115	0.900	FP
d1jz8a2/b.1.4	d2q3za3/b.1.5	0.0452	0.900	FP
d1jz8a2/b.1.4	d1x5fa1/b.1.2	0.0216	0.900	FP
d1qpxa1/b.1.11	d2ak4d1/b.1.1	0.000864	0.999	FP
d1qpxa1/b.1.11	d2bnqd1/b.1.1	0.00179	0.999	FP
d1qpxa1/b.1.11	d1cvra1/b.1.18	0.038	0.949	FP
d1qpxa1/b.1.11	d2yxma_/b.1.1	0.011	0.949	FP
